"district","candidate_placement","candidate_name","candidate_answer_status","candidate_url","party","done","candidate_photo_url"
"Norðvestur",2,"Haraldur Benediktsson","cand not","/kosningar2013/frambod/fulltrui/Haraldur-Benediktsson/","Sjálfstæðisflokkurinn",0,"/media/althingi2013/frambjodendur/DV1103067801_01_jpg_310x400_crop_upscale_q95.jpg"
"Norðvestur",3,"Eyrún Ingibjörg Sigþórsdóttir","cand not","/kosningar2013/frambod/fulltrui/Eyrun-Ingibjorg-Sigthorsdottir/","Sjálfstæðisflokkurinn",0,"/media/althingi2013/frambjodendur/Eyr%C3%BAn_Ingibj%C3%B6rg_Sig%C3%BE%C3%B3rsd%C3%B3ttir_jpg_310x400_crop_upscale_q95.jpg"
"Norðvestur",4,"Sigurður Örn Ágústsson","cand ok","/kosningar2013/frambod/fulltrui/Sigurdur-Orn-Agustsson/","Sjálfstæðisflokkurinn",1,"/media/althingi2013/frambjodendur/Sigur%C3%B0ur_%C3%96rn_%C3%81g%C3%BAstsson_jpg_310x400_crop_upscale_q95.jpg"
"Norðvestur",5,"Sara Katrín Stefánsdóttir","cand ok","/kosningar2013/frambod/fulltrui/Sara-Katrin-Stefansdottir/","Sjálfstæðisflokkurinn",1,"/media/althingi2013/frambjodendur/Sara_Katr%C3%ADn_jpg_310x400_crop_upscale_q95.jpg"
"Norðvestur",1,"Guðbjartur Hannesson","cand ok","/kosningar2013/frambod/fulltrui/Gudbjartur-Hannesson/","Samfylkingin",1,"/media/althingi2013/frambjodendur/DV1209302783_jpg_310x400_crop_upscale_q95.jpg"
"Norðvestur",2,"Ólína Þorvarðardóttir","cand ok","/kosningar2013/frambod/fulltrui/Olina-THorvardardottir/","Samfylkingin",1,"/media/althingi2013/frambjodendur/nordvestur_2_%C3%93l%C3%ADna%C3%9Eorvar%C3%B0ard%C3%B3ttir_jpg_310x400_crop_upscale_q95.jpg"
"Norðvestur",3,"Hörður Ríkharðsson","cand ok","/kosningar2013/frambod/fulltrui/Hordur-Rikhardsson/","Samfylkingin",1,"/media/althingi2013/frambjodendur/H%C3%B6r%C3%B0ur_R%C3%ADkhar%C3%B0sson_jpg_310x400_crop_upscale_q95.jpg"
"Norðvestur",4,"Hlédís Sveinsdóttir","cand ok","/kosningar2013/frambod/fulltrui/Hledis-Sveinsdottir/","Samfylkingin",1,"/media/althingi2013/frambjodendur/Hl%C3%A9d%C3%ADs_Sveinsd%C3%B3ttir_jpg_310x400_crop_upscale_q95.jpg"
"Norðvestur",5,"Garðar Svansson","cand ok","/kosningar2013/frambod/fulltrui/Gardar-Svansson/","Samfylkingin",1,"/media/althingi2013/frambjodendur/_MG_0151-1_jpg_310x400_crop_upscale_q95.jpg"
"Norðvestur",1,"Gunnar Bragi Sveinsson","cand not","/kosningar2013/frambod/fulltrui/Gunnar-Bragi-Sveinsson/","Framsóknarflokkurinn",0,"/media/althingi2013/frambjodendur/Gunnar_Bragi_Sveinsson_jpg_310x400_crop_upscale_q95.jpg"
"Norðvestur",2,"Ásmundur Einar Daðason","cand not","/kosningar2013/frambod/fulltrui/Asmundur-Einar-Dadason/","Framsóknarflokkurinn",0,"/media/althingi2013/frambjodendur/DV0907227120_22_jpg_310x400_crop_upscale_q95.jpg"
"Norðvestur",3,"Elsa Lára Arnardóttir","cand ok","/kosningar2013/frambod/fulltrui/Elsa-Lara-Arnardottir/","Framsóknarflokkurinn",1,"/media/althingi2013/frambjodendur/Elsa_L%C3%A1ra_Arnard%C3%B3ttir_jpg_310x400_crop_upscale_q95.jpg"
"Norðvestur",4,"Jóhanna M. Sigmundsdóttir","cand not","/kosningar2013/frambod/fulltrui/Johanna-M-Sigmundsdottir/","Framsóknarflokkurinn",0,"/media/althingi2013/nopic.jpg"
"Norðvestur",5,"Sigurður Páll Jónsson","cand not","/kosningar2013/frambod/fulltrui/Sigurdur-Pall-Jonsson/","Framsóknarflokkurinn",0,"/media/althingi2013/nopic.jpg"
"Norðvestur",1,"Lilja Rafney Magnúsdóttir","cand ok","/kosningar2013/frambod/fulltrui/Lilja-Rafney-Magnusdottir/","Vinstri græn",1,"/media/althingi2013/frambjodendur/Lilja_Rafney_Magn%C3%BAsd%C3%B3ttir_jpg_310x400_crop_upscale_q95.jpg"
"Norðvestur",2,"Lárus Ástmar Hannesson","cand ok","/kosningar2013/frambod/fulltrui/Larus-Astmar-Hannesson/","Vinstri græn",1,"/media/althingi2013/frambjodendur/VGnv2_Larus%C3%81stmarHannessonkt_0507664199_jpg_310x400_crop_upscale_q95.jpg"
"Norðvestur",3,"Þóra Geirlaug Bjartmarsdóttir","cand ok","/kosningar2013/frambod/fulltrui/THora-Geirlaug-Bjartmarsdottir/","Vinstri græn",1,"/media/althingi2013/frambjodendur/%C3%9E%C3%B3ra_Geirlaug_Bjartmarsd%C3%B3ttir_jpg_310x400_crop_upscale_q95.jpg"
"Norðvestur",4,"Matthías Lýðsson","cand ok","/kosningar2013/frambod/fulltrui/Matthias-Lydsson/","Vinstri græn",1,"/media/althingi2013/frambjodendur/VGnv4_MatthiasLydssonkt1907572859_jpg_310x400_crop_upscale_q95.jpg"
"Norðvestur",5,"Reynir Eyvindsson","cand ok","/kosningar2013/frambod/fulltrui/Reynir-Eyvindsson/","Vinstri græn",1,"/media/althingi2013/frambjodendur/VGnv5_ReynirEyvindssonkt1903634149_jpg_310x400_crop_upscale_q95.jpg"
"Norðvestur",1,"Guðrún Dadda Ásmundardóttir","cand ok","/kosningar2013/frambod/fulltrui/Gudrun-Dadda-Asmundardottir/","Dögun",1,"/media/althingi2013/frambjodendur/Gu%C3%B0r%C3%BAn_Dadda_jpg_310x400_crop_upscale_q95.jpg"
"Norðvestur",2,"Guðjón Arnar Kristjánsson","cand not","/kosningar2013/frambod/fulltrui/Gudjon-Arnar-Kristjansson/","Dögun",0,"/media/althingi2013/frambjodendur/gu%C3%B0j%C3%B3n_arnar_jpg_310x400_crop_upscale_q95.jpg"
"Norðvestur",3,"Brynjólfur Tómasson","cand ok","/kosningar2013/frambod/fulltrui/Brynjolfur-Tomasson/","Dögun",1,"/media/althingi2013/frambjodendur/brynj%C3%B3lfur_t%C3%B3masson_jpg_310x400_crop_upscale_q95.jpg"
"Norðvestur",4,"Ásthildur Cesil Þórðardóttir","cand ok","/kosningar2013/frambod/fulltrui/Asthildur-Cesil-THordardottir/","Dögun",1,"/media/althingi2013/frambjodendur/%C3%81sthildur_Cesil_%C3%9E%C3%B3r%C3%B0ard%C3%B3ttir_jpg_310x400_crop_upscale_q95.jpg"
"Norðvestur",5,"Sigurjón Þórðarson","cand ok","/kosningar2013/frambod/fulltrui/Sigurjon-THordarson/","Dögun",1,"/media/althingi2013/frambjodendur/Sigurj%C3%B3n_%C3%9E%C3%B3r%C3%B0arson_jpg_310x400_crop_upscale_q95.jpg"
"Norðvestur",1,"Hildur Sif Thorarensen","cand ok","/kosningar2013/frambod/fulltrui/Hildur-Sif-Thorarensen/","Píratar",1,"/media/althingi2013/frambjodendur/Hildur_Sif_300184-2439_jpg_310x400_crop_upscale_q95.jpg"
"Norðvestur",2,"Herbert Snorrason","cand ok","/kosningar2013/frambod/fulltrui/Herbert-Snorrason/","Píratar",1,"/media/althingi2013/frambjodendur/Herbert_Snorrason_181085-2909_jpg_310x400_crop_upscale_q95.jpg"
"Norðvestur",3,"Guðrún Ágústa Þórdísardóttir","cand ok","/kosningar2013/frambod/fulltrui/Gudrun-Agusta-THordisardottir/","Píratar",1,"/media/althingi2013/frambjodendur/Gudrun_Agusta_120762-5599_jpg_310x400_crop_upscale_q95.jpg"
"Norðvestur",4,"Stefán Vignir Skarphéðinsson","cand ok","/kosningar2013/frambod/fulltrui/Stefan-Vignir-Skarphedinsson/","Píratar",1,"/media/althingi2013/frambjodendur/Stefan_Vignir_121285-3399_jpg_310x400_crop_upscale_q95.jpg"
"Norðvestur",5,"Tómas Árni Jónasson","cand ok","/kosningar2013/frambod/fulltrui/Tomas-Arni-Jonasson/","Píratar",1,"/media/althingi2013/frambjodendur/Tomas_Arni_060985-2359_jpg_310x400_crop_upscale_q95.jpg"
"Norðvestur",1,"Eyþór Jóvinsson","cand ok","/kosningar2013/frambod/fulltrui/Eythor-Jovinsson/","Lýðræðisvaktin",1,"/media/althingi2013/frambjodendur/Ey%D1%87%D0%B2r_J%D0%B2vinsson_jpg_310x400_crop_upscale_q95.jpg"
"Norðvestur",2,"Lúðvík Kaaber","cand ok","/kosningar2013/frambod/fulltrui/Ludvik-Kaaber/","Lýðræðisvaktin",1,"/media/althingi2013/frambjodendur/ludvik-nota_jpg_310x400_crop_upscale_q95.jpg"
"Norðvestur",3,"Sólrún Jóhannesdóttir","cand ok","/kosningar2013/frambod/fulltrui/Solrun-Johannesdottir/","Lýðræðisvaktin",1,"/media/althingi2013/frambjodendur/Solrun_Johannesdottir_xL_png_310x400_crop_upscale_q95.jpg"
"Norðvestur",4,"Elínborg Halldórsdóttir","cand not","/kosningar2013/frambod/fulltrui/Elinborg-Halldorsdottir/","Lýðræðisvaktin",0,"/media/althingi2013/frambjodendur/El%C3%ADnborg_Halld%C3%B3rsd%C3%B3ttir_jpg_310x400_crop_upscale_q95.jpg"
"Norðvestur",5,"Ólöf Dómhildur Jóhannsdóttir ","cand ok","/kosningar2013/frambod/fulltrui/Olof-Domhildur-Johannsdottir-/","Lýðræðisvaktin",1,"/media/althingi2013/frambjodendur/olof_jpg_310x400_crop_upscale_q95.jpg"
"Norðvestur",1,"Íris Dröfn Kristjánsdóttir","cand ok","/kosningar2013/frambod/fulltrui/iris-drofn-kristjansdottir/","Hægri Grænir",1,"/media/althingi2013/frambjodendur/%C3%8Dris_Dr%C3%B6fn_Kristj%C3%A1nsd%C3%B3ttir_1NV_JPG_310x400_crop_upscale_q95.jpg"
"Norðvestur",2,"Þorsteinn Steingrímsson","cand not","/kosningar2013/frambod/fulltrui/thorsteinn-steingrimsson/","Hægri Grænir",0,"/media/althingi2013/nopic.jpg"
"Norðvestur",3,"Jón Ingi Magnússon","cand not","/kosningar2013/frambod/fulltrui/jon-ingi-magnusson/","Hægri Grænir",0,"/media/althingi2013/frambjodendur/J%C3%B3n_Ingi_Magn%C3%BAsson_3NV_jpg_310x400_crop_upscale_q95.jpg"
"Norðvestur",4,"Jón Gíslason","cand not","/kosningar2013/frambod/fulltrui/jon-gislason/","Hægri Grænir",0,"/media/althingi2013/frambjodendur/J%C3%B3n_G%C3%ADslason_4NV_jpg_310x400_crop_upscale_q95.jpg"
"Norðvestur",5,"Haraldur Kristján Ólason","cand not","/kosningar2013/frambod/fulltrui/haraldur-kristjan-olason/","Hægri Grænir",0,"/media/althingi2013/frambjodendur/Haraldur_Kristj%C3%A1n_%C3%93lason_5NV_JPG_310x400_crop_upscale_q95.jpg"
"Suður",1,"Páll Valur Björnsson","cand ok","/kosningar2013/frambod/fulltrui/Pall-Valur-Bjornsson/","Björt framtíð",1,"/media/althingi2013/frambjodendur/P%D0%B0ll_Valur_Bj%D0%A4rnsson_jpg_310x400_crop_upscale_q95.jpg"
"Suður",2,"Guðlaug Elísabet Finnsdóttir","cand ok","/kosningar2013/frambod/fulltrui/Gudlaug-Elisabet-Finnsdottir/","Björt framtíð",1,"/media/althingi2013/frambjodendur/Gulaug_El%D0%B1sabet_Finnsd%D0%B2ttir_jpg_310x400_crop_upscale_q95.jpg"
"Suður",3,"Heimir Eyvindarson","cand ok","/kosningar2013/frambod/fulltrui/Heimir-Eyvindarson/","Björt framtíð",1,"/media/althingi2013/frambjodendur/Heimir_Eyvindarson_jpg_310x400_crop_upscale_q95.jpg"
"Suður",4,"Guðfinna Gunnarsdóttir","cand ok","/kosningar2013/frambod/fulltrui/Gudfinna-Gunnarsdottir/","Björt framtíð",1,"/media/althingi2013/frambjodendur/Gufinna_Gunnarsd%D0%B2ttir_jpg_310x400_crop_upscale_q95.jpg"
"Suður",5,"Jóhanna Ýr Jónsdóttir","cand ok","/kosningar2013/frambod/fulltrui/Johanna-Yr-Jonsdottir/","Björt framtíð",1,"/media/althingi2013/nopic.jpg"
"Suður",1,"Ragnheiður Elín Árnadóttir","cand not","/kosningar2013/frambod/fulltrui/Ragnheidur-Elin-Arnadottir/","Sjálfstæðisflokkurinn",0,"/media/althingi2013/frambjodendur/Ragnhei%C3%B0ur_El%C3%ADn_%C3%81rnad%C3%B3ttir_2_jpg_310x400_crop_upscale_q95.jpg"
"Suður",2,"Unnur Brá Konnráðsdóttir","cand not","/kosningar2013/frambod/fulltrui/Unnur-Bra-Konnradsdottir/","Sjálfstæðisflokkurinn",0,"/media/althingi2013/frambjodendur/unnur_bra_jpg_310x400_crop_upscale_q95.jpg"
"Suður",3,"Ásmundur Friðriksson","cand not","/kosningar2013/frambod/fulltrui/Asmundur-Fridriksson/","Sjálfstæðisflokkurinn",0,"/media/althingi2013/frambjodendur/DV1302131557_06_jpg_310x400_crop_upscale_q95.jpg"
"Suður",4,"Vilhjálmur Árnason","cand ok","/kosningar2013/frambod/fulltrui/Vilhjalmur-Arnason/","Sjálfstæðisflokkurinn",1,"/media/althingi2013/frambjodendur/Vilhj%C3%A1lmur_%C3%81rnason_png_310x400_crop_upscale_q95.jpg"
"Suður",5,"Geir Jón Þórisson","cand not","/kosningar2013/frambod/fulltrui/Geir-Jon-THorisson/","Sjálfstæðisflokkurinn",0,"/media/althingi2013/frambjodendur/DV1109211223-025_jpg_310x400_crop_upscale_q95.jpg"
"Suður",1,"Oddný G. Harðardóttir","cand ok","/kosningar2013/frambod/fulltrui/Oddny-G-Hardardottir/","Samfylkingin",1,"/media/althingi2013/frambjodendur/DV1209199437_02_jpg_310x400_crop_upscale_q95.jpg"
"Suður",2,"Björgvin G. Sigurðsson","cand not","/kosningar2013/frambod/fulltrui/Bjorgvin-G-Sigurdsson/","Samfylkingin",0,"/media/althingi2013/frambjodendur/09012501_bjorgvin_03_2_jpg_310x400_crop_upscale_q95.jpg"
"Suður",3,"Arna Ír Gunnarsdóttir","cand not","/kosningar2013/frambod/fulltrui/Arna-Ir-Gunnarsdottir/","Samfylkingin",0,"/media/althingi2013/frambjodendur/Arna_Ir_jpeg_310x400_crop_upscale_q95.jpg"
"Suður",4,"Árni Rúnar Þorvaldsson","cand not","/kosningar2013/frambod/fulltrui/Arni-Runar-THorvaldsson/","Samfylkingin",0,"/media/althingi2013/frambjodendur/%C3%81rni_R%C3%BAnar_%C3%9Eorvaldsson_jpg_310x400_crop_upscale_q95.jpg"
"Suður",5,"Ólafur Þór Ólafsson","cand ok","/kosningar2013/frambod/fulltrui/Olafur-THor-Olafsson/","Samfylkingin",1,"/media/althingi2013/frambjodendur/%C3%93lafur_%C3%9E%C3%B3r_%C3%93lafsson_jpg_310x400_crop_upscale_q95.jpg"
"Suður",1,"Sigurður Ingi Jóhannsson","cand not","/kosningar2013/frambod/fulltrui/Sigurdur-Ingi-Johannsson/","Framsóknarflokkurinn",0,"/media/althingi2013/frambjodendur/DV090313910_2_jpg_310x400_crop_upscale_q95.jpg"
"Suður",2,"Silja Dögg Gunnarsdóttir","cand ok","/kosningar2013/frambod/fulltrui/Silja-Dogg-Gunnarsdottir/","Framsóknarflokkurinn",1,"/media/althingi2013/frambjodendur/Silja_D%C3%B6gg_Gunnarsd%C3%B3ttir_jpg_310x400_crop_upscale_q95.jpg"
"Suður",3,"Páll Jóhann Pálsson","cand not","/kosningar2013/frambod/fulltrui/Pall-Johann-Palsson/","Framsóknarflokkurinn",0,"/media/althingi2013/nopic.jpg"
"Suður",4,"Haraldur Einarsson","cand not","/kosningar2013/frambod/fulltrui/Haraldur-Einarsson/","Framsóknarflokkurinn",0,"/media/althingi2013/nopic.jpg"
"Suður",5,"Fjóla Hrund Björnsdóttir","cand not","/kosningar2013/frambod/fulltrui/Fjola-Hrund-Bjornsdottir/","Framsóknarflokkurinn",0,"/media/althingi2013/nopic.jpg"
"Suður",1,"Arndís Soffía Sigurðardóttir","cand ok","/kosningar2013/frambod/fulltrui/Arndis-Soffia-Sigurdardottir/","Vinstri græn",1,"/media/althingi2013/frambjodendur/Arnd%C3%ADs_Soff%C3%ADa_Sigur%C3%B0ard%C3%B3ttir_jpg_310x400_crop_upscale_q95.jpg"
"Suður",2,"Inga Sigrún Atladóttir","cand ok","/kosningar2013/frambod/fulltrui/Inga-Sigrun-Atladottir/","Vinstri græn",1,"/media/althingi2013/frambjodendur/Inga_Sigr%C3%BAn_Atlad%C3%B3ttir_jpg_310x400_crop_upscale_q95.jpg"
"Suður",3,"Þórbergur Torfason","cand ok","/kosningar2013/frambod/fulltrui/THorbergur-Torfason/","Vinstri græn",1,"/media/althingi2013/frambjodendur/VGs3_TorbergurTorfasonkt1203547449_jpg_310x400_crop_upscale_q95.jpg"
"Suður",4,"Einar Bergmundur Arnbjörnsson","cand ok","/kosningar2013/frambod/fulltrui/Einar-Bergmundur-Arnbjornsson/","Vinstri græn",1,"/media/althingi2013/frambjodendur/VGs4_EinarBergmundurArnbj%C3%B6rnssonkt1203547449_jpg_310x400_crop_upscale_q95.jpg"
"Suður",5,"Jórunn Einarsdóttir","cand ok","/kosningar2013/frambod/fulltrui/Jorunn-Einarsdottir/","Vinstri græn",1,"/media/althingi2013/frambjodendur/J%C3%B3runn_Einarsd%C3%B3ttir_jpg_310x400_crop_upscale_q95.jpg"
"Suður",1,"Andrea Ólafsdóttir","cand ok","/kosningar2013/frambod/fulltrui/Andrea-Olafsdottir/","Dögun",1,"/media/althingi2013/frambjodendur/andrea_jpg_310x400_crop_upscale_q95.jpg"
"Suður",2,"Þorvaldur Geirsson","cand not","/kosningar2013/frambod/fulltrui/THorvaldur-Geirsson/","Dögun",0,"/media/althingi2013/frambjodendur/%C3%9Eorvaldur_Geirsson_jpg_310x400_crop_upscale_q95.jpg"
"Suður",3,"Þráinn Guðbjörnsson","cand ok","/kosningar2013/frambod/fulltrui/THrainn-Gudbjornsson/","Dögun",1,"/media/althingi2013/frambjodendur/%C3%9Er%C3%A1inn_Gu%C3%B0bj%C3%B6rnsson_jpg_310x400_crop_upscale_q95.jpg"
"Suður",4,"Guðrún Ág.Ágústsdóttir","cand ok","/kosningar2013/frambod/fulltrui/Gudrun-Ag-Agustsdottir/","Dögun",1,"/media/althingi2013/frambjodendur/Gu%C3%B0r%C3%BAn_%C3%81g.%C3%81g%C3%BAstsd%C3%B3ttir_jpg_310x400_crop_upscale_q95.jpg"
"Suður",5,"Þór Saari","cand ok","/kosningar2013/frambod/fulltrui/THor-Saari/","Dögun",1,"/media/althingi2013/frambjodendur/DV1203149311_01_jpg_310x400_crop_upscale_q95.jpg"
"Suður",1,"Smári McCarthy","cand ok","/kosningar2013/frambod/fulltrui/Smari-McCarthy/","Píratar",1,"/media/althingi2013/frambjodendur/Smari_McCarthy_070284-2789_jpg_310x400_crop_upscale_q95.jpg"
"Suður",2,"Halldór Berg Harðarson","cand ok","/kosningar2013/frambod/fulltrui/Halldor-Berg-Hardarson/","Píratar",1,"/media/althingi2013/frambjodendur/eg1_jpg_310x400_crop_upscale_q95.jpg"
"Suður",3,"Björn Þór Jóhannesson","cand ok","/kosningar2013/frambod/fulltrui/Bjorn-THor-Johannesson/","Píratar",1,"/media/althingi2013/frambjodendur/Bjorn_Thor_020779-3149_jpg_310x400_crop_upscale_q95.jpg"
"Suður",4,"Svafar Helgason","cand ok","/kosningar2013/frambod/fulltrui/Svafar-Helgason/","Píratar",1,"/media/althingi2013/frambjodendur/Svafar_Helga_270483-5779_jpg_310x400_crop_upscale_q95.jpg"
"Suður",5,"Ágústa Erlingsdóttir","cand ok","/kosningar2013/frambod/fulltrui/Agusta-Erlingsdottir/","Píratar",1,"/media/althingi2013/frambjodendur/Agusta_Erlings_280780-3169_jpg_310x400_crop_upscale_q95.jpg"
"Suður",1,"Finnbogi Vikar","cand ok","/kosningar2013/frambod/fulltrui/Finnbogi-Vikar/","Lýðræðisvaktin",1,"/media/althingi2013/frambjodendur/Finnbogi_Vikar_jpg_310x400_crop_upscale_q95.jpg"
"Suður",2,"Kristín Ósk Wium","cand ok","/kosningar2013/frambod/fulltrui/Kristin-Osk-Wium/","Lýðræðisvaktin",1,"/media/althingi2013/frambjodendur/Krist%D0%B1n_%D1%80sk_Wiium_jpg_310x400_crop_upscale_q95.jpg"
"Suður",3,"Jón Gunnar Björgvinsson","cand ok","/kosningar2013/frambod/fulltrui/Jon-Gunnar-Bjorgvinsson/","Lýðræðisvaktin",1,"/media/althingi2013/frambjodendur/jonGunnar_jpg_310x400_crop_upscale_q95.jpg"
"Suður",4,"Sjöfn Rafnsdóttir","cand ok","/kosningar2013/frambod/fulltrui/Sjofn-Rafnsdottir/","Lýðræðisvaktin",1,"/media/althingi2013/frambjodendur/sjofn_jpg_310x400_crop_upscale_q95.jpg"
"Suður",5,"Þórir Baldursson","cand ok","/kosningar2013/frambod/fulltrui/THorir-Baldursson/","Lýðræðisvaktin",1,"/media/althingi2013/frambjodendur/thorirBaldurs_jpg_310x400_crop_upscale_q95.jpg"
"Suður",1,"Sigursveinn Þórðarson","cand ok","/kosningar2013/frambod/fulltrui/sigursveinn-thordarson/","Hægri Grænir",1,"/media/althingi2013/frambjodendur/Sigursveinn_%C3%9E%C3%B3r%C3%B0arson_1S_jpg_310x400_crop_upscale_q95.jpg"
"Suður",2,"Agla Þyri Kristjánsdóttir","cand ok","/kosningar2013/frambod/fulltrui/agla-thyri-kristjansdottir/","Hægri Grænir",1,"/media/althingi2013/frambjodendur/Agla_%C3%9E%C3%BDr%C3%AD_Kristj%C3%A1nsd%C3%B3ttir_2S_jpg_310x400_crop_upscale_q95.jpg"
"Suður",3,"Axel Óli Ægisson","cand ok","/kosningar2013/frambod/fulltrui/axel-oli-aegisson/","Hægri Grænir",1,"/media/althingi2013/frambjodendur/Axel_%C3%93li_%C3%86gisson_3S_jpg_310x400_crop_upscale_q95.jpg"
"Suður",4,"Þórarinn Björn Steinsson","cand ok","/kosningar2013/frambod/fulltrui/thorarinn-bjorn-steinsson/","Hægri Grænir",1,"/media/althingi2013/frambjodendur/%C3%9E%C3%B3rarinn_Bj%C3%B6rn_Steinsson_4S_jpg_310x400_crop_upscale_q95.jpg"
"Suður",5,"Jón Birgir Indriðason","cand not","/kosningar2013/frambod/fulltrui/jon-birgir-indridason/","Hægri Grænir",0,"/media/althingi2013/frambjodendur/J%C3%B3n_Birgir_Indri%C3%B0ason_5S_bmp_310x400_crop_upscale_q95.jpg"
"Reykjavík norður",1,"Björt Ólafsdóttir","cand ok","/kosningar2013/frambod/fulltrui/Bjort-Olafsdottir/","Björt framtíð",1,"/media/althingi2013/frambjodendur/Bj%D0%A4rt_%D1%80lafsd%D0%B2ttir_jpg_310x400_crop_upscale_q95.jpg"
"Reykjavík norður",2,"Heiða Kristín Helgadóttir","cand ok","/kosningar2013/frambod/fulltrui/Heida-Kristin-Helgadottir/","Björt framtíð",1,"/media/althingi2013/frambjodendur/Heia_Krist%D0%B1n_Helgad%D0%B2ttir_jpg_310x400_crop_upscale_q95.jpg"
"Reykjavík norður",3,"Eldar Ástþórsson","cand ok","/kosningar2013/frambod/fulltrui/Eldar-Astthorsson/","Björt framtíð",1,"/media/althingi2013/frambjodendur/Eldar_st%D1%87%D0%B2rsson_jpg_310x400_crop_upscale_q95.jpg"
"Reykjavík norður",4,"Friðrik Rafnsson","cand ok","/kosningar2013/frambod/fulltrui/Fridrik-Rafnsson/","Björt framtíð",1,"/media/althingi2013/frambjodendur/Fririk_Rafnsson_jpg_310x400_crop_upscale_q95.jpg"
"Reykjavík norður",5,"Jón Gnarr","cand not","/kosningar2013/frambod/fulltrui/Jon-Gnarr/","Björt framtíð",0,"/media/althingi2013/frambjodendur/J%D0%B2n_Gnarr_jpg_310x400_crop_upscale_q95.jpg"
"Reykjavík norður",1,"Illugi Gunnarsson","cand not","/kosningar2013/frambod/fulltrui/Illugi-Gunnarsson/","Sjálfstæðisflokkurinn",0,"/media/althingi2013/frambjodendur/DV1211129954_01_jpg_310x400_crop_upscale_q95.jpg"
"Reykjavík norður",2,"Brynjar Níelsson","cand not","/kosningar2013/frambod/fulltrui/Brynjar-Nielsson/","Sjálfstæðisflokkurinn",0,"/media/althingi2013/frambjodendur/Brynjar_N%C3%ADelsson_jpg_310x400_crop_upscale_q95.jpg"
"Reykjavík norður",3,"Birgir Ármannsson","cand not","/kosningar2013/frambod/fulltrui/Birgir-Armannsson/","Sjálfstæðisflokkurinn",0,"/media/althingi2013/frambjodendur/DV4438000000_XD_Reykjav%C3%ADk_su%C3%B0ur_14_jpg_310x400_crop_upscale_q95.jpg"
"Reykjavík norður",4,"Ingibjörg Óðinsdóttir","cand ok","/kosningar2013/frambod/fulltrui/Ingibjorg-Odinsdottir/","Sjálfstæðisflokkurinn",1,"/media/althingi2013/frambjodendur/Ingibj%C3%B6rg_%C3%93%C3%B0insd%C3%B3ttir_JPG_310x400_crop_upscale_q95.jpg"
"Reykjavík norður",5,"Elínbjörg Magnúsdóttir","cand ok","/kosningar2013/frambod/fulltrui/Elinbjorg-Magnusdottir/","Sjálfstæðisflokkurinn",1,"/media/althingi2013/frambjodendur/El%C3%ADnbj%C3%B6rg_Magn%C3%BAsd%C3%B3ttir_jpg_310x400_crop_upscale_q95.jpg"
"Reykjavík norður",1,"Össur Skarphéðinsson","cand not","/kosningar2013/frambod/fulltrui/Ossur-Skarphedinsson/","Samfylkingin",0,"/media/althingi2013/frambjodendur/DV0910221525_0_2_2_jpg_310x400_crop_upscale_q95.jpg"
"Reykjavík norður",2,"Valgerður Bjarnadóttir","cand ok","/kosningar2013/frambod/fulltrui/Valgerdur-Bjarnadottir/","Samfylkingin",1,"/media/althingi2013/frambjodendur/DV1204033088-003_jpg_310x400_crop_upscale_q95.jpg"
"Reykjavík norður",3,"Skúli Helgason","cand ok","/kosningar2013/frambod/fulltrui/Skuli-Helgason/","Samfylkingin",1,"/media/althingi2013/frambjodendur/DV120530374_14_jpg_310x400_crop_upscale_q95.jpg"
"Reykjavík norður",4,"Anna Margrét Guðjónsdóttir","cand ok","/kosningar2013/frambod/fulltrui/Anna-Margret-Gudjonsdottir/","Samfylkingin",1,"/media/althingi2013/frambjodendur/Anna_Margr%C3%A9t_Gu%C3%B0j%C3%B3nsd%C3%B3ttir_jpg_310x400_crop_upscale_q95.jpg"
"Reykjavík norður",5,"Teitur Atlason","cand ok","/kosningar2013/frambod/fulltrui/Teitur-Atlason/","Samfylkingin",1,"/media/althingi2013/frambjodendur/VI-_mg_6862_jpg_310x400_crop_upscale_q95.jpg"
"Reykjavík norður",1,"Frosti Sigurjónsson","cand ok","/kosningar2013/frambod/fulltrui/Frosti-Sigurjonsson/","Framsóknarflokkurinn",1,"/media/althingi2013/frambjodendur/DV1301301466_01_jpg_310x400_crop_upscale_q95.jpg"
"Reykjavík norður",2,"Sigrún Magnúsdóttir","cand not","/kosningar2013/frambod/fulltrui/Sigrun-Magnusdottir/","Framsóknarflokkurinn",0,"/media/althingi2013/frambjodendur/Sigr%C3%BAn_Magn%C3%BAsd%C3%B3ttir_jpg_310x400_crop_upscale_q95.jpg"
"Reykjavík norður",3,"Þorsteinn Magnússon","cand ok","/kosningar2013/frambod/fulltrui/THorsteinn-Magnusson/","Framsóknarflokkurinn",1,"/media/althingi2013/frambjodendur/%C3%9Eorsteinn_Magn%C3%BAsson_jpg_310x400_crop_upscale_q95.jpg"
"Reykjavík norður",4,"Fanný Gunnarsdóttir","cand ok","/kosningar2013/frambod/fulltrui/Fanny-Gunnarsdottir/","Framsóknarflokkurinn",1,"/media/althingi2013/frambjodendur/Fann%C3%BD_Gunnarsd%C3%B3ttir_jpg_310x400_crop_upscale_q95.jpg"
