"district","candidate_placement","candidate_name","candidate_answer_status","candidate_url","party","done","candidate_photo_url"
"Reykjavík norður",5,"Snædís Karlsdóttir","cand ok","/kosningar2013/frambod/fulltrui/Snaedis-Karlsdottir/","Framsóknarflokkurinn",1,"/media/althingi2013/frambjodendur/Sn%C3%A6d%C3%ADs_Karlsd%C3%B3ttir_jpg_310x400_crop_upscale_q95.jpg"
"Reykjavík norður",1,"Katrín Jakobsdóttir","cand ok","/kosningar2013/frambod/fulltrui/Katrin-Jakobsdottir/","Vinstri græn",1,"/media/althingi2013/frambjodendur/DV_VG_landsf_09_jpg_310x400_crop_upscale_q95.jpg"
"Reykjavík norður",2,"Árni Þór Sigurðsson","cand ok","/kosningar2013/frambod/fulltrui/Arni-THor-Sigurdsson/","Vinstri græn",1,"/media/althingi2013/frambjodendur/%C3%A1rni_%C3%BE%C3%B3r_sigur%C3%B0sson_2_jpg_310x400_crop_upscale_q95.jpg"
"Reykjavík norður",3,"Steinunn Þóra Árnadóttir","cand ok","/kosningar2013/frambod/fulltrui/Steinunn-THora-Arnadottir/","Vinstri græn",1,"/media/althingi2013/frambjodendur/Steinunn_%C3%9E%C3%B3ra_%C3%81rnad%C3%B3ttir_jpg_310x400_crop_upscale_q95.jpg"
"Reykjavík norður",4,"Björn Valur Gíslason","cand ok","/kosningar2013/frambod/fulltrui/Bjorn-Valur-Gislason/","Vinstri græn",1,"/media/althingi2013/frambjodendur/DV0904292358_2_jpg_310x400_crop_upscale_q95.jpg"
"Reykjavík norður",5,"Eyrún Eyþórsdóttir","cand ok","/kosningar2013/frambod/fulltrui/Eyrun-Eythorsdottir/","Vinstri græn",1,"/media/althingi2013/frambjodendur/Eyr%C3%BAn_Ey%C3%BE%C3%B3rsd%C3%B3ttir_jpg_310x400_crop_upscale_q95.jpg"
"Reykjavík norður",1,"Ólöf Guðný Valdimarsdóttir","cand ok","/kosningar2013/frambod/fulltrui/Olof-Gudny-Valdimarsdottir/","Dögun",1,"/media/althingi2013/frambjodendur/%C3%93l%C3%B6f_Gu%C3%B0n%C3%BD_Valdimarsd%C3%B3ttir_jpg_310x400_crop_upscale_q95.jpg"
"Reykjavík norður",2,"Hólmsteinn Brekkan","cand ok","/kosningar2013/frambod/fulltrui/Holmsteinn-Brekkan/","Dögun",1,"/media/althingi2013/frambjodendur/H%C3%B3lmsteinn_Brekkan_jpg_310x400_crop_upscale_q95.jpg"
"Reykjavík norður",3,"Ása Lind Finnbogadóttir","cand ok","/kosningar2013/frambod/fulltrui/Asa-Lind-Finnbogadottir/","Dögun",1,"/media/althingi2013/frambjodendur/%C3%81sa_Lind_Finnbogad%C3%B3ttir_jpg_310x400_crop_upscale_q95.jpg"
"Reykjavík norður",4,"Friðrik Þór Guðmundsson","cand ok","/kosningar2013/frambod/fulltrui/Fridrik-THor-Gudmundsson/","Dögun",1,"/media/althingi2013/frambjodendur/Fri%C3%B0rik_%C3%9E%C3%B3r_Gu%C3%B0mundsson_jpg_310x400_crop_upscale_q95.jpg"
"Reykjavík norður",5,"Hólmfríður Berentsdóttir","cand ok","/kosningar2013/frambod/fulltrui/Holmfridur-Berentsdottir/","Dögun",1,"/media/althingi2013/frambjodendur/H%C3%B3lmfr%C3%AD%C3%B0ur_Berentsd%C3%B3ttir_jpg_310x400_crop_upscale_q95.jpg"
"Reykjavík norður",1,"Helgi Hrafn Gunnarsson","cand ok","/kosningar2013/frambod/fulltrui/Helgi-Hrafn-Gunnarsson/","Píratar",1,"/media/althingi2013/frambjodendur/DV_piratar_02_jpg_310x400_crop_upscale_q95.jpg"
"Reykjavík norður",2,"Halldóra Mogensen","cand ok","/kosningar2013/frambod/fulltrui/Halldora-Mogensen/","Píratar",1,"/media/althingi2013/frambjodendur/Halldora_Mog_110779-4619_jpg_310x400_crop_upscale_q95.jpg"
"Reykjavík norður",3,"Bjarni Rúnar Einarsson","cand ok","/kosningar2013/frambod/fulltrui/Bjarni-Runar-Einarsson/","Píratar",1,"/media/althingi2013/frambjodendur/Bjarni_Runar_300476-4229_jpg_310x400_crop_upscale_q95.jpg"
"Reykjavík norður",4,"Salvör Kristjana Gissurardóttir","cand ok","/kosningar2013/frambod/fulltrui/Salvor-Kristjana-Gissurardottir/","Píratar",1,"/media/althingi2013/nopic.jpg"
"Reykjavík norður",5,"Þórður Sveinsson","cand ok","/kosningar2013/frambod/fulltrui/THordur-Sveinsson/","Píratar",1,"/media/althingi2013/nopic.jpg"
"Reykjavík norður",1,"Þorvaldur Gylfason","cand ok","/kosningar2013/frambod/fulltrui/THorvaldur-Gylfason/","Lýðræðisvaktin",1,"/media/althingi2013/frambjodendur/%D1%88orvaldur_Gylfason_jpg_310x400_crop_upscale_q95.jpg"
"Reykjavík norður",2,"Egill Ólafsson","cand not","/kosningar2013/frambod/fulltrui/Egill-Olafsson/","Lýðræðisvaktin",0,"/media/althingi2013/frambjodendur/Egill_%D1%80lafsson_jpg_310x400_crop_upscale_q95.jpg"
"Reykjavík norður",3,"Sigríður Ólafsdóttir","cand ok","/kosningar2013/frambod/fulltrui/Sigridur-Olafsdottir/","Lýðræðisvaktin",1,"/media/althingi2013/frambjodendur/sigridurOlafs_jpg_310x400_crop_upscale_q95.jpg"
"Reykjavík norður",4,"Viktor Orri Valgarðsson","cand ok","/kosningar2013/frambod/fulltrui/Viktor-Orri-Valgardsson/","Lýðræðisvaktin",1,"/media/althingi2013/frambjodendur/Viktor_Orri_Valgarsson_jpg_310x400_crop_upscale_q95.jpg"
"Reykjavík norður",5,"Jenný Stefanía Jensdóttir","cand ok","/kosningar2013/frambod/fulltrui/Jenny-Stefania-Jensdottir/","Lýðræðisvaktin",1,"/media/althingi2013/frambjodendur/jenny_jpg_310x400_crop_upscale_q95.jpg"
"Reykjavík norður",1,"Kjartan Örn Kjartansson","cand not","/kosningar2013/frambod/fulltrui/kjartan-orn-kjartansson/","Hægri Grænir",0,"/media/althingi2013/frambjodendur/Kjartan_%C3%96rn_Kjartansson_1RN_jpg_310x400_crop_upscale_q95.jpg"
"Reykjavík norður",2,"Björn Torfi Hauksson","cand ok","/kosningar2013/frambod/fulltrui/bjorn-torfi-hauksson/","Hægri Grænir",1,"/media/althingi2013/frambjodendur/Bj%C3%B6rn_Torfi_Hauksson_2RN_jpg_310x400_crop_upscale_q95.jpg"
"Reykjavík norður",3,"Kristján Orri Jóhannsson","cand ok","/kosningar2013/frambod/fulltrui/kristjan-orri-johannsson/","Hægri Grænir",1,"/media/althingi2013/frambjodendur/Kristj%C3%A1n_Orri_J%C3%B3hannsson_3RN_jpg_310x400_crop_upscale_q95.jpg"
"Reykjavík norður",4,"Sigríður Dröfn Tómasdóttir","cand not","/kosningar2013/frambod/fulltrui/sigridur-drofn-tomasdottir/","Hægri Grænir",0,"/media/althingi2013/frambjodendur/Sigr%C3%AD%C3%B0ur_Dr%C3%B6fn_T%C3%B3masd%C3%B3ttir_4RN_jpg_310x400_crop_upscale_q95.jpg"
"Reykjavík norður",5,"Grétar Ómarsson","cand not","/kosningar2013/frambod/fulltrui/gretar-omarsson/","Hægri Grænir",0,"/media/althingi2013/frambjodendur/Gr%C3%A9tar_%C3%93marsson_5RN_JPG_310x400_crop_upscale_q95.jpg"
